transaction_id,date,time,day_of_week,fraud_type,fraud_lure,amount_inr,upi_app,transaction_type,sender_upi_id
TXN148312478111,2024-02-02,07:53:07,Friday,Fake Collect Request,Delivery Agent Scam,21900,Google Pay,P2P,txn6262@apl
TXN924338905639,2024-03-06,19:44:01,Wednesday,Social Engineering,Electricity Bill Disconnection,3150,Google Pay,P2P,user9450@okicici
TXN691258804217,2025-01-05,05:34:58,Sunday,OTP Sharing,Investment Scheme,40150,PhonePe,P2P,mb5079@axl
TXN482443165726,2024-08-31,12:19:44,Saturday,Social Engineering,KYC Update Required,1200,PhonePe,P2P,user2153@paytm
TXN249494899012,2023-11-19,20:34:48,Sunday,SIM Swap,Job Offer/Part-time Work,13400,Google Pay,P2P,txn9689@ybl
TXN960928862867,2024-04-20,23:43:55,Saturday,Vishing,Prize/Lottery Win,43250,PhonePe,P2P,txn6225@oksbi
TXN305538131650,2024-06-09,08:54:50,Sunday,Vishing,Refund Processing,24350,Google Pay,P2P,user3865@okicici
TXN104552530556,2024-06-12,22:30:44,Wednesday,OTP Sharing,Loan Offer,2550,PhonePe,P2P,mb1245@okhdfcbank
TXN284337942285,2024-08-05,17:35:08,Monday,Phishing,Delivery Agent Scam,1700,Google Pay,P2P,user4340@apl
TXN977728231849,2024-03-16,10:22:44,Saturday,Fake Collect Request,Refund Processing,4200,Google Pay,P2P,txn1772@okaxis
TXN582972294171,2025-01-28,12:41:29,Tuesday,Vishing,Digital Arrest Threat,900,PhonePe,Collect Request,acct4379@oksbi
TXN767380421086,2023-09-21,04:55:53,Thursday,Fake Collect Request,Delivery Agent Scam,2700,PhonePe,P2M,pay6324@apl
TXN838376989667,2024-12-30,21:21:54,Monday,Vishing,Loan Offer,2150,Google Pay,P2M,txn5286@ybl
TXN909768266393,2023-11-02,19:56:23,Thursday,OTP Sharing,Impersonation of Known Person,6800,Google Pay,P2M,acct7972@apl
TXN815355781554,2024-02-08,23:20:30,Thursday,Fake Collect Request,Delivery Agent Scam,1500,PhonePe,P2P,pay8365@okicici
TXN113387297013,2024-11-02,19:09:07,Saturday,Money Mule,Prize/Lottery Win,9100,Paytm,P2P,pay4768@okicici
TXN420202836507,2025-03-09,14:29:27,Sunday,Vishing,Customer Care Impersonation,550,Google Pay,Collect Request,txn4997@okhdfcbank
TXN999237553087,2024-08-07,10:50:48,Wednesday,SIM Swap,Delivery Agent Scam,6150,Google Pay,Collect Request,txn6397@axl
TXN454513703834,2023-04-21,21:02:27,Friday,QR Code Swap,Refund Processing,37800,Google Pay,Collect Request,user7534@ybl
TXN721203793440,2024-09-17,16:23:49,Tuesday,Fake Collect Request,Electricity Bill Disconnection,1350,Google Pay,P2M,user8741@apl
TXN517414007217,2023-05-02,12:37:27,Tuesday,Phishing,Impersonation of Known Person,2300,Google Pay,P2P,user5959@okhdfcbank
TXN544925199692,2023-08-21,22:50:29,Monday,Vishing,Refund Processing,5950,Google Pay,P2P,pay8139@ybl
TXN100542965681,2024-12-08,22:21:32,Sunday,Fake Collect Request,KYC Update Required,4900,Google Pay,P2P,mb3318@okicici
TXN160151261238,2025-03-28,15:46:03,Friday,Phishing,KYC Update Required,4900,PhonePe,P2P,user8954@apl
TXN295895255444,2025-03-06,10:28:15,Thursday,Phishing,Customer Care Impersonation,138000,Google Pay,P2P,acct2789@okhdfcbank
TXN442674857292,2023-06-22,18:02:47,Thursday,Vishing,Customer Care Impersonation,78900,PhonePe,P2P,mb6361@ybl
TXN949981314408,2024-07-23,12:35:36,Tuesday,Phishing,Loan Offer,36300,Google Pay,P2P,user1581@ybl
TXN579085004766,2024-03-26,18:42:39,Tuesday,QR Code Swap,Customer Care Impersonation,5550,Google Pay,P2M,user8033@paytm
TXN529711997456,2023-12-14,21:59:34,Thursday,QR Code Swap,Investment Scheme,6450,Google Pay,P2M,txn8356@ibl
TXN529245060784,2024-05-11,09:36:11,Saturday,OTP Sharing,Loan Offer,550,PhonePe,P2M,user1312@okicici
TXN493272504302,2025-02-27,12:43:44,Thursday,Phishing,Loan Offer,8350,Google Pay,Collect Request,user1173@okicici
TXN153905037324,2024-02-22,08:13:55,Thursday,OTP Sharing,Electricity Bill Disconnection,1200,PhonePe,P2M,txn6999@okaxis
TXN777002212954,2023-04-10,23:18:43,Monday,Fake Collect Request,Impersonation of Known Person,97300,PhonePe,P2P,user4627@ibl
TXN584116381991,2024-04-02,11:48:15,Tuesday,Social Engineering,Job Offer/Part-time Work,7800,PhonePe,Collect Request,acct5305@okaxis
TXN112148067070,2023-12-30,17:08:45,Saturday,Social Engineering,Prize/Lottery Win,900,BHIM,P2P,user9081@oksbi
TXN846632520238,2023-08-12,21:11:18,Saturday,Phishing,Prize/Lottery Win,6500,Google Pay,P2M,user6835@oksbi
TXN195288436675,2024-05-28,14:15:00,Tuesday,Phishing,Investment Scheme,27900,Google Pay,P2P,pay7938@ybl
TXN927699014309,2023-11-23,22:15:26,Thursday,OTP Sharing,Customer Care Impersonation,25300,Google Pay,P2P,mb1100@okicici
TXN724114356550,2023-07-11,16:38:46,Tuesday,OTP Sharing,Job Offer/Part-time Work,1550,Google Pay,P2M,acct8707@okicici
TXN443090869156,2024-09-11,06:03:48,Wednesday,Money Mule,Digital Arrest Threat,2950,Paytm,P2P,user2572@apl
TXN732905957886,2023-09-14,00:11:35,Thursday,Phishing,Prize/Lottery Win,2500,Google Pay,P2P,mb4215@okaxis
TXN376626637244,2023-05-07,16:03:17,Sunday,Social Engineering,Loan Offer,13600,PhonePe,Collect Request,acct4228@okaxis
TXN922838597582,2024-06-24,13:22:25,Monday,Social Engineering,KYC Update Required,1600,Google Pay,Collect Request,mb4574@okhdfcbank
TXN521081082098,2024-10-06,19:04:39,Sunday,Vishing,KYC Update Required,1650,PhonePe,P2P,pay7455@okicici
TXN288319323762,2024-04-05,12:19:37,Friday,Vishing,Refund Processing,14150,PhonePe,P2P,acct3206@axl
TXN786077669096,2023-08-29,10:50:26,Tuesday,OTP Sharing,Electricity Bill Disconnection,49200,PhonePe,P2P,acct3416@oksbi
TXN182638974551,2023-12-26,10:35:21,Tuesday,SIM Swap,Refund Processing,48600,BHIM,P2P,user6993@apl
TXN577771857782,2024-04-17,23:17:23,Wednesday,Fake UPI App,Job Offer/Part-time Work,16400,PhonePe,P2M,txn8736@ybl
TXN732954551815,2024-04-26,22:04:27,Friday,Phishing,Refund Processing,2300,Google Pay,P2P,acct7505@ybl
TXN451228473495,2023-12-02,01:55:17,Saturday,Phishing,KYC Update Required,4950,PhonePe,Collect Request,txn4497@okaxis
TXN273165933024,2025-02-02,18:14:06,Sunday,Remote Access Scam,Refund Processing,5150,PhonePe,P2M,pay6943@ybl
TXN539933391445,2024-07-15,10:54:43,Monday,OTP Sharing,Electricity Bill Disconnection,5400,Paytm,Collect Request,txn7663@oksbi
TXN899629200344,2023-07-24,10:03:41,Monday,Fake UPI App,Impersonation of Known Person,45600,Paytm,P2P,pay2076@ybl
TXN878896890802,2025-02-07,20:12:07,Friday,QR Code Swap,Job Offer/Part-time Work,6850,Paytm,P2M,pay9488@axl
TXN768311470111,2024-11-10,18:54:31,Sunday,SIM Swap,Investment Scheme,4950,Paytm,P2M,pay1023@ybl
TXN113308687567,2024-03-28,10:14:27,Thursday,QR Code Swap,Prize/Lottery Win,5300,BHIM,P2P,acct3042@okicici
TXN242862017986,2025-01-20,20:52:35,Monday,Vishing,Delivery Agent Scam,94400,BHIM,P2M,pay4437@oksbi
TXN473632339445,2025-03-30,14:40:06,Sunday,SIM Swap,Electricity Bill Disconnection,2650,Google Pay,P2M,pay7088@okaxis
TXN524234399750,2023-12-07,07:41:07,Thursday,Fake Collect Request,Prize/Lottery Win,4800,PhonePe,P2M,pay7574@okaxis
TXN462247080508,2023-11-21,15:46:30,Tuesday,OTP Sharing,Delivery Agent Scam,3300,PhonePe,P2M,acct5450@okaxis
TXN727931886673,2024-11-27,23:37:20,Wednesday,QR Code Swap,Digital Arrest Threat,6500,PhonePe,P2P,pay8045@axl
TXN488352474492,2024-05-20,05:33:30,Monday,Phishing,Customer Care Impersonation,1500,Amazon Pay,P2P,pay4407@ybl
TXN625206177705,2025-01-05,18:21:19,Sunday,Phishing,Prize/Lottery Win,94050,PhonePe,P2P,user1818@okaxis
TXN865855954032,2024-07-19,12:19:34,Friday,OTP Sharing,Customer Care Impersonation,3650,PhonePe,Collect Request,pay8704@oksbi
TXN326234916171,2024-10-30,13:11:29,Wednesday,QR Code Swap,KYC Update Required,1800,PhonePe,P2P,acct5910@oksbi
TXN771326377262,2024-09-19,16:35:53,Thursday,Fake Collect Request,Loan Offer,3600,PhonePe,Collect Request,user7480@oksbi
TXN806664621213,2024-01-08,15:18:14,Monday,Fake Collect Request,Prize/Lottery Win,3700,Google Pay,P2M,mb5417@okhdfcbank
TXN139194415313,2023-04-09,23:48:36,Sunday,QR Code Swap,Job Offer/Part-time Work,850,PhonePe,Collect Request,pay1166@okaxis
TXN845726600759,2024-02-06,12:04:09,Tuesday,OTP Sharing,KYC Update Required,2200,PhonePe,P2P,acct1037@apl
TXN603842731043,2023-06-10,10:23:35,Saturday,Vishing,KYC Update Required,3350,Paytm,P2M,txn4000@ybl
TXN267719001365,2023-04-20,11:42:28,Thursday,OTP Sharing,Job Offer/Part-time Work,4850,Google Pay,P2P,user8983@paytm
TXN319897903165,2023-12-26,09:02:19,Tuesday,Phishing,Delivery Agent Scam,2650,Paytm,P2P,pay9524@okicici
TXN951013386134,2023-08-18,01:21:25,Friday,Fake Collect Request,KYC Update Required,900,PhonePe,P2M,acct6691@ibl
TXN979357612387,2024-01-10,16:13:03,Wednesday,Phishing,Prize/Lottery Win,32550,PhonePe,P2P,user2488@paytm
TXN301271897845,2024-01-25,06:23:03,Thursday,QR Code Swap,KYC Update Required,38550,PhonePe,P2M,txn1819@axl
TXN262089907964,2024-10-01,20:28:09,Tuesday,SIM Swap,Delivery Agent Scam,2600,PhonePe,P2M,pay8953@oksbi
TXN419909484823,2023-10-08,08:05:05,Sunday,Remote Access Scam,Delivery Agent Scam,1450,Amazon Pay,P2M,user4695@okicici
TXN844648047394,2025-03-12,11:38:20,Wednesday,SIM Swap,Prize/Lottery Win,28600,PhonePe,P2P,txn5270@axl
TXN657340533863,2025-03-09,14:12:12,Sunday,Remote Access Scam,Electricity Bill Disconnection,3800,Google Pay,P2M,txn2169@ibl
TXN192525350668,2023-12-20,16:57:11,Wednesday,Vishing,Customer Care Impersonation,6700,PhonePe,P2P,pay3192@okaxis
TXN301665702674,2024-11-27,11:04:20,Wednesday,Social Engineering,Customer Care Impersonation,76900,Google Pay,P2M,user8069@axl
TXN959736040843,2024-12-29,14:41:42,Sunday,Fake Collect Request,Job Offer/Part-time Work,900,Paytm,P2P,user7096@ybl
TXN723533307650,2024-10-03,09:27:34,Thursday,QR Code Swap,Job Offer/Part-time Work,8300,PhonePe,P2P,mb9156@paytm
TXN298398746882,2024-02-16,14:49:47,Friday,Remote Access Scam,Loan Offer,7300,Google Pay,P2M,user6007@okhdfcbank
TXN678491956991,2024-12-17,10:13:50,Tuesday,Remote Access Scam,KYC Update Required,4000,Paytm,Collect Request,user3635@apl
TXN367448269777,2023-04-21,06:56:27,Friday,QR Code Swap,Prize/Lottery Win,1900,PhonePe,P2P,mb4849@apl
TXN772169260902,2025-03-06,09:26:53,Thursday,Fake UPI App,Delivery Agent Scam,1650,Google Pay,P2P,acct4339@oksbi
TXN905341165023,2024-08-30,11:07:56,Friday,OTP Sharing,KYC Update Required,8300,Google Pay,Collect Request,pay6723@okicici
TXN783222181824,2024-08-01,11:48:47,Thursday,Remote Access Scam,Delivery Agent Scam,1500,Google Pay,P2M,pay8652@paytm
TXN287963743450,2024-08-28,17:22:37,Wednesday,QR Code Swap,KYC Update Required,46100,PhonePe,P2M,mb6798@okhdfcbank
TXN565626019122,2023-10-27,11:32:37,Friday,Fake Collect Request,Customer Care Impersonation,72500,Google Pay,P2P,mb5989@okhdfcbank
TXN606114203223,2023-04-23,15:35:50,Sunday,Fake Collect Request,Refund Processing,4800,Paytm,P2P,mb6625@oksbi
TXN539790510458,2023-07-19,23:18:49,Wednesday,Fake Collect Request,Investment Scheme,1100,Google Pay,Collect Request,txn2002@okaxis
TXN556759605665,2024-09-29,20:22:33,Sunday,Phishing,Customer Care Impersonation,4300,Google Pay,P2P,pay1238@okicici
TXN426376830113,2023-05-19,00:02:43,Friday,Vishing,KYC Update Required,4800,Google Pay,P2M,acct8353@okaxis
TXN831322372650,2025-01-29,08:30:10,Wednesday,QR Code Swap,KYC Update Required,5300,PhonePe,P2M,txn7913@apl
TXN424956824097,2024-02-03,22:24:09,Saturday,SIM Swap,Customer Care Impersonation,1150,PhonePe,P2P,acct1481@ybl
TXN756698226750,2024-05-03,11:18:43,Friday,SIM Swap,Prize/Lottery Win,2900,Google Pay,P2P,user1054@oksbi
TXN251811096622,2023-07-03,21:04:59,Monday,OTP Sharing,Job Offer/Part-time Work,6150,Google Pay,P2M,txn2661@axl
TXN906823242358,2024-08-13,12:05:28,Tuesday,Phishing,Customer Care Impersonation,2200,Google Pay,P2P,txn2837@paytm
TXN662801496003,2025-03-20,19:36:29,Thursday,Phishing,KYC Update Required,4450,Google Pay,P2P,acct9290@apl
TXN219672722437,2023-09-26,13:30:12,Tuesday,Phishing,Customer Care Impersonation,17100,PhonePe,P2M,txn7960@paytm
TXN770241063785,2024-04-25,14:47:30,Thursday,QR Code Swap,Delivery Agent Scam,2650,Amazon Pay,P2P,mb1475@okaxis
TXN428636736154,2024-11-30,15:30:14,Saturday,Fake Collect Request,Electricity Bill Disconnection,6900,PhonePe,P2P,mb8500@ibl
TXN427008755379,2024-04-14,19:56:31,Sunday,Vishing,Prize/Lottery Win,15700,PhonePe,P2M,mb9854@oksbi
TXN680722184682,2024-07-17,01:21:48,Wednesday,Fake Collect Request,Job Offer/Part-time Work,3100,Google Pay,P2P,mb6598@axl
TXN714815149376,2024-11-12,10:31:53,Tuesday,Fake Collect Request,Investment Scheme,3400,Google Pay,P2M,acct7929@oksbi
TXN687799126680,2025-01-03,19:20:47,Friday,QR Code Swap,KYC Update Required,22350,Google Pay,P2P,pay8771@ybl
TXN683200800655,2023-08-03,10:27:02,Thursday,Fake Collect Request,Refund Processing,15400,Google Pay,P2P,acct4369@axl
TXN467866790118,2023-06-20,10:22:32,Tuesday,OTP Sharing,Job Offer/Part-time Work,3000,Google Pay,P2M,acct7153@oksbi
TXN423193600414,2024-03-31,11:56:07,Sunday,Phishing,Customer Care Impersonation,3600,Google Pay,Collect Request,pay9539@okhdfcbank
TXN102348758451,2023-06-10,19:43:26,Saturday,Phishing,Job Offer/Part-time Work,45450,Google Pay,P2P,pay9034@oksbi
TXN789801005776,2024-08-11,12:27:08,Sunday,Social Engineering,Prize/Lottery Win,5850,PhonePe,P2M,user3845@okicici
TXN718302871473,2024-12-19,14:48:17,Thursday,Fake UPI App,Investment Scheme,15750,Google Pay,P2M,user2731@axl
TXN115483541178,2024-02-07,22:37:32,Wednesday,SIM Swap,Prize/Lottery Win,41600,Google Pay,Collect Request,mb2846@ibl
TXN858951971786,2023-04-24,09:08:25,Monday,Phishing,Prize/Lottery Win,2700,Google Pay,Collect Request,acct5458@okhdfcbank
TXN735368693334,2024-01-03,12:49:15,Wednesday,Fake UPI App,Prize/Lottery Win,5500,BHIM,Collect Request,acct4353@okicici
TXN820242215273,2024-08-20,20:50:09,Tuesday,Phishing,KYC Update Required,1900,PhonePe,Collect Request,pay1918@okicici
TXN609448988671,2023-11-29,12:51:26,Wednesday,OTP Sharing,Electricity Bill Disconnection,1250,PhonePe,P2M,user4104@okaxis
TXN987113287172,2023-07-05,08:34:52,Wednesday,Vishing,Delivery Agent Scam,1550,PhonePe,P2P,user8765@okaxis
TXN593162287554,2023-12-07,12:09:52,Thursday,Vishing,Prize/Lottery Win,2550,PhonePe,P2P,acct3953@axl
TXN216418390111,2025-02-19,09:41:40,Wednesday,Vishing,KYC Update Required,750,Google Pay,P2M,mb2809@ibl
TXN658447262629,2024-06-14,14:25:48,Friday,OTP Sharing,Digital Arrest Threat,23150,PhonePe,Collect Request,pay8181@apl
TXN659501161334,2024-08-15,11:54:36,Thursday,Phishing,Investment Scheme,2200,Google Pay,Collect Request,acct5430@paytm
TXN701373476925,2023-07-30,10:33:26,Sunday,Vishing,Job Offer/Part-time Work,2600,PhonePe,P2M,mb7175@oksbi
TXN841233926773,2023-12-02,15:39:00,Saturday,Phishing,Impersonation of Known Person,9650,Google Pay,P2P,mb8533@okaxis
TXN192108447877,2024-03-10,11:53:05,Sunday,Remote Access Scam,Electricity Bill Disconnection,42950,PhonePe,P2P,user9575@okhdfcbank
TXN755442974200,2025-01-21,12:16:21,Tuesday,QR Code Swap,KYC Update Required,23200,PhonePe,Collect Request,txn5642@ybl
TXN533322183611,2023-08-30,17:06:03,Wednesday,Fake Collect Request,Job Offer/Part-time Work,4650,Google Pay,P2P,pay1551@apl
TXN226911782710,2024-08-21,10:20:57,Wednesday,Phishing,Digital Arrest Threat,3450,BHIM,P2P,acct2137@okicici
TXN909892526794,2024-01-19,17:57:25,Friday,Phishing,KYC Update Required,1450,PhonePe,P2P,acct2124@ibl
TXN429140579969,2025-01-30,21:34:45,Thursday,Vishing,Digital Arrest Threat,8500,Google Pay,P2M,acct1412@okhdfcbank
TXN606059032046,2023-11-29,00:31:46,Wednesday,SIM Swap,Digital Arrest Threat,6700,PhonePe,P2P,pay7459@paytm
TXN826195302077,2024-06-02,17:24:59,Sunday,Vishing,Investment Scheme,16550,PhonePe,Collect Request,pay1984@oksbi
TXN969027698600,2024-05-27,22:06:51,Monday,QR Code Swap,Prize/Lottery Win,8950,PhonePe,P2P,acct5141@ibl
TXN965808538727,2024-11-09,19:01:25,Saturday,OTP Sharing,Delivery Agent Scam,3150,Google Pay,P2M,txn9199@apl
TXN228974894062,2024-09-11,10:51:26,Wednesday,Fake Collect Request,KYC Update Required,312400,PhonePe,P2P,acct1834@ybl
TXN116915120538,2023-04-05,19:15:31,Wednesday,Phishing,Loan Offer,20500,PhonePe,P2P,pay5879@paytm
TXN736078309319,2025-03-07,14:06:37,Friday,Fake UPI App,Impersonation of Known Person,19100,Google Pay,P2P,txn8645@apl
TXN568605772458,2025-01-03,08:13:28,Friday,Vishing,Delivery Agent Scam,2700,Google Pay,P2M,user9388@okhdfcbank
TXN897462625621,2023-08-11,21:43:38,Friday,Fake UPI App,Prize/Lottery Win,8150,PhonePe,P2P,mb7002@ibl
TXN123502747412,2023-04-16,09:16:42,Sunday,Fake UPI App,Job Offer/Part-time Work,800,BHIM,P2P,acct8249@ibl
TXN944058491000,2023-12-08,15:58:59,Friday,Vishing,Refund Processing,24400,PhonePe,P2P,txn3564@ybl
TXN988043117605,2023-11-14,15:18:34,Tuesday,Fake UPI App,KYC Update Required,6800,PhonePe,Collect Request,mb7359@ybl
TXN706650308949,2025-02-12,20:39:55,Wednesday,Vishing,Job Offer/Part-time Work,2350,Paytm,P2P,txn6258@okhdfcbank
TXN935092531755,2024-07-03,21:21:51,Wednesday,Phishing,Investment Scheme,3500,PhonePe,P2P,txn5590@axl
TXN424022213367,2023-05-08,12:28:06,Monday,Phishing,Digital Arrest Threat,1500,Google Pay,P2M,user5943@apl
TXN177075745352,2024-04-27,06:36:11,Saturday,Vishing,Delivery Agent Scam,16450,PhonePe,P2M,pay6542@oksbi
TXN361037034587,2024-06-01,17:22:38,Saturday,Phishing,KYC Update Required,39150,PhonePe,P2M,txn1098@ibl
TXN744575697115,2024-07-29,09:26:47,Monday,Phishing,Electricity Bill Disconnection,44550,PhonePe,P2P,user4952@apl
TXN282205115795,2024-08-01,09:25:47,Thursday,Fake UPI App,KYC Update Required,2850,Google Pay,P2M,user5825@okicici
TXN203138976024,2023-07-26,11:53:35,Wednesday,QR Code Swap,Job Offer/Part-time Work,5250,BHIM,P2P,txn4020@axl
TXN408880391400,2023-06-02,13:01:55,Friday,Phishing,Delivery Agent Scam,2100,Paytm,P2P,acct4667@okhdfcbank
TXN870783495315,2024-06-28,13:15:58,Friday,Fake Collect Request,Refund Processing,9600,PhonePe,P2P,pay9081@okicici
TXN746936328685,2024-11-07,08:24:14,Thursday,Vishing,Electricity Bill Disconnection,1650,Google Pay,P2M,txn1383@paytm
TXN361193488618,2024-06-19,11:00:26,Wednesday,SIM Swap,Impersonation of Known Person,495050,Google Pay,P2M,mb1533@ybl
TXN889398730971,2024-11-19,10:57:10,Tuesday,Vishing,Refund Processing,900,PhonePe,P2P,user4703@axl
TXN395445045652,2024-10-25,11:50:13,Friday,Fake Collect Request,Customer Care Impersonation,14000,PhonePe,P2P,txn2482@okicici
TXN325770785088,2024-03-07,18:25:20,Thursday,Social Engineering,Customer Care Impersonation,6100,PhonePe,P2P,acct6601@okhdfcbank
TXN990984818900,2024-05-10,13:44:14,Friday,Phishing,Electricity Bill Disconnection,4950,PhonePe,P2P,pay1433@okaxis
TXN752479944282,2024-01-01,11:08:17,Monday,Phishing,Refund Processing,700,PhonePe,P2P,acct3288@ybl
TXN317216171899,2025-03-10,18:55:08,Monday,Phishing,Job Offer/Part-time Work,1600,Google Pay,P2M,pay4841@okicici
TXN627395074731,2023-07-07,12:39:03,Friday,Phishing,Job Offer/Part-time Work,4200,Paytm,P2P,pay7627@okicici
TXN545111639584,2024-05-12,14:42:37,Sunday,SIM Swap,Customer Care Impersonation,2900,PhonePe,P2M,pay5913@paytm
TXN159438668592,2024-11-24,18:56:11,Sunday,OTP Sharing,Electricity Bill Disconnection,850,PhonePe,P2M,mb6919@axl
TXN256890330373,2024-08-01,20:41:02,Thursday,Phishing,Job Offer/Part-time Work,2300,PhonePe,P2M,acct8960@okaxis
TXN261744322811,2024-05-14,08:43:47,Tuesday,QR Code Swap,Impersonation of Known Person,17750,PhonePe,P2M,pay2823@oksbi
TXN137589776542,2023-04-13,16:50:39,Thursday,Vishing,Delivery Agent Scam,17150,PhonePe,P2P,acct4414@ybl
TXN586272729829,2024-12-29,22:52:17,Sunday,Fake UPI App,Delivery Agent Scam,17750,PhonePe,Collect Request,txn5368@ybl
TXN667785485297,2023-11-11,10:27:49,Saturday,Vishing,Refund Processing,1300,PhonePe,P2P,acct5361@okhdfcbank
TXN553699261187,2023-11-19,14:21:40,Sunday,Social Engineering,KYC Update Required,7200,PhonePe,P2M,user5810@oksbi
TXN823133949882,2023-12-25,10:29:03,Monday,Vishing,Investment Scheme,4200,PhonePe,P2P,txn2427@apl
TXN586396364669,2023-06-01,09:30:59,Thursday,OTP Sharing,Delivery Agent Scam,5900,Google Pay,P2M,txn7960@apl
TXN656829808517,2024-05-10,14:28:42,Friday,Phishing,Prize/Lottery Win,17700,Paytm,P2P,acct6391@oksbi
TXN250916777098,2024-05-01,13:13:36,Wednesday,QR Code Swap,Customer Care Impersonation,2700,Google Pay,P2M,user8461@okaxis
TXN188543798882,2024-10-10,20:43:46,Thursday,QR Code Swap,Digital Arrest Threat,2850,Google Pay,P2M,mb9790@okicici
TXN834240467540,2023-09-05,12:20:56,Tuesday,SIM Swap,Delivery Agent Scam,13800,PhonePe,P2P,pay2427@oksbi
TXN408274600994,2023-07-25,10:49:36,Tuesday,Fake Collect Request,Prize/Lottery Win,2100,PhonePe,P2M,pay1889@okicici
TXN257445640344,2023-07-24,12:32:55,Monday,Social Engineering,Job Offer/Part-time Work,3550,PhonePe,Collect Request,mb2526@ibl
TXN703076196876,2023-05-18,08:03:59,Thursday,Fake Collect Request,KYC Update Required,1800,PhonePe,P2M,pay5849@ybl
TXN618831229356,2025-02-05,20:29:09,Wednesday,QR Code Swap,Customer Care Impersonation,7800,Google Pay,P2P,acct7421@okicici
TXN185924556011,2023-08-15,20:15:39,Tuesday,Phishing,Prize/Lottery Win,850,Paytm,P2P,pay1179@ybl
TXN932872717114,2025-02-02,20:13:26,Sunday,Fake Collect Request,Job Offer/Part-time Work,6300,PhonePe,Collect Request,txn4969@axl
TXN889734011872,2023-05-14,11:14:44,Sunday,SIM Swap,KYC Update Required,2300,Google Pay,P2P,mb8401@paytm
TXN292865847739,2024-01-09,22:25:26,Tuesday,Phishing,Digital Arrest Threat,750,PhonePe,P2M,pay1827@ybl
TXN764591372180,2023-10-06,09:26:36,Friday,Fake Collect Request,Prize/Lottery Win,1350,Google Pay,P2P,mb5062@oksbi
TXN192769105651,2024-10-21,14:45:31,Monday,QR Code Swap,Investment Scheme,1400,PhonePe,P2M,pay3065@axl
TXN667812394316,2023-06-08,11:03:41,Thursday,Remote Access Scam,Loan Offer,16550,PhonePe,P2M,mb9121@ibl
TXN569983780621,2023-08-14,05:39:34,Monday,QR Code Swap,Investment Scheme,4750,Paytm,P2P,mb2676@ybl
TXN269566562557,2024-11-03,22:52:49,Sunday,Fake Collect Request,Customer Care Impersonation,52250,PhonePe,P2P,txn1110@ybl
TXN259107014114,2023-12-20,08:10:20,Wednesday,Vishing,Job Offer/Part-time Work,900,PhonePe,P2P,txn2162@oksbi
TXN108095390541,2023-11-02,13:12:19,Thursday,SIM Swap,Refund Processing,23950,Google Pay,P2P,acct7775@ibl
TXN477963373906,2025-01-04,05:58:44,Saturday,Fake Collect Request,Refund Processing,15850,PhonePe,P2M,txn9922@okhdfcbank
TXN373852008942,2023-12-23,10:51:39,Saturday,Vishing,KYC Update Required,4450,PhonePe,P2M,mb9944@okicici
TXN200235715434,2023-04-25,17:37:24,Tuesday,Vishing,Impersonation of Known Person,2000,Google Pay,P2P,acct5628@axl
TXN888897440625,2023-11-29,11:26:08,Wednesday,Phishing,KYC Update Required,89650,Google Pay,P2M,user2518@apl
TXN259596398635,2023-07-04,09:54:58,Tuesday,Phishing,Delivery Agent Scam,2400,Google Pay,P2P,user6137@oksbi
TXN732407652856,2024-07-31,13:17:23,Wednesday,OTP Sharing,KYC Update Required,5000,Google Pay,P2M,txn7901@paytm
TXN159324669071,2024-05-22,09:20:44,Wednesday,SIM Swap,Refund Processing,2001,PhonePe,P2M,acct4874@okaxis
TXN765820027162,2024-06-18,19:23:02,Tuesday,Phishing,KYC Update Required,5700,Google Pay,P2M,txn6553@okicici
TXN751246597590,2024-11-03,13:38:23,Sunday,Vishing,KYC Update Required,1850,Google Pay,P2M,pay1718@ibl
TXN233785688919,2024-03-03,10:05:07,Sunday,Fake Collect Request,Investment Scheme,6000,PhonePe,P2P,acct9110@okaxis
TXN848179213188,2023-04-13,10:51:26,Thursday,Phishing,Prize/Lottery Win,2550,PhonePe,Collect Request,user2111@paytm
TXN741958188595,2024-08-21,19:20:27,Wednesday,Phishing,Refund Processing,9700,PhonePe,P2P,user6231@paytm
TXN614050310992,2025-01-12,15:25:27,Sunday,Remote Access Scam,Prize/Lottery Win,97100,Paytm,P2M,user4043@oksbi
TXN384709498631,2024-10-07,10:54:00,Monday,SIM Swap,Delivery Agent Scam,900,PhonePe,P2P,user4048@apl
TXN375281293411,2023-09-15,19:59:51,Friday,Social Engineering,Electricity Bill Disconnection,4550,PhonePe,Collect Request,user2069@axl
TXN578131253289,2023-09-27,14:18:08,Wednesday,Phishing,Customer Care Impersonation,4700,Google Pay,P2M,mb2137@oksbi
TXN138483295590,2023-05-01,00:53:25,Monday,SIM Swap,Prize/Lottery Win,211900,Amazon Pay,P2M,acct7583@ybl
TXN580471730011,2023-04-04,09:23:03,Tuesday,Vishing,KYC Update Required,15500,PhonePe,P2M,acct7010@apl
TXN393981134021,2024-06-04,08:36:59,Tuesday,Phishing,Digital Arrest Threat,30250,PhonePe,P2M,txn8957@oksbi
TXN829287318145,2024-11-22,17:36:43,Friday,QR Code Swap,Loan Offer,9450,PhonePe,P2M,pay3341@axl
TXN852402904314,2023-08-09,08:14:37,Wednesday,Vishing,Electricity Bill Disconnection,2550,Paytm,P2M,acct8158@okicici
